Facility ID,Score,Footnote,hosp_name,state,zipcode,hosp_type,hosp_ownership,hosp_emergency_services,hosp_rating,hosp_rating_fn
310022,1.02,,VIRTUA WEST JERSEY HOSPITALS,NJ,08043,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
310024,1.14,,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,NJ,07065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310025,1.10,,BAYONNE MEDICAL CENTER,NJ,07002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310027,1.18,,TRINITAS REGIONAL MEDICAL CENTER,NJ,07207,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
310028,1.02,,NEWTON MEDICAL CENTER,NJ,07860,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
310029,1.03,,VIRTUA OUR LADY OF LOURDES HOSPITAL,NJ,08103,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
310031,1.03,,DEBORAH HEART AND LUNG CENTER,NJ,08015,Acute Care Hospitals,Voluntary non-profit - Private,No,4,
310032,1.08,,INSPIRA MEDICAL CENTER VINELAND,NJ,08360,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
310034,1.05,,RIVERVIEW MEDICAL CENTER,NJ,07701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310038,1.09,,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,NJ,08901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310039,1.11,,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,NJ,08861,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310040,1.11,,HOBOKEN UNIVERSITY MEDICAL CENTER,NJ,07030,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,
310041,1.13,,COMMUNITY MEDICAL CENTER,NJ,08755,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310044,1.06,,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,NJ,08534,Acute Care Hospitals,Voluntary non-profit - Private,No,2,
310045,1.06,,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,NJ,07631,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310047,1.00,,SHORE MEDICAL CENTER,NJ,08244,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310048,1.08,,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL - SOMERSET,NJ,08876,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310050,0.99,,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,NJ,07834,Acute Care Hospitals,Proprietary,Yes,5,
310051,1.04,,OVERLOOK MEDICAL CENTER,NJ,07902,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
310052,1.10,,OCEAN MEDICAL CENTER,NJ,08724,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
310054,1.09,,HACKENSACKUMC MOUNTAINSIDE,NJ,07042,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310057,1.05,,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,NJ,08060,Acute Care Hospitals,Voluntary non-profit - Private,No,2,
310058,1.10,,NEW BRIDGE MEDICAL CENTER,NJ,07652,Acute Care Hospitals,Government - Local,Yes,3,
310060,0.91,,ST LUKE'S WARREN HOSPITAL,NJ,08865,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
310061,1.04,,VIRTUA WILLINGBORO HOSPITAL,NJ,08046,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310064,1.03,,ATLANTICARE REGIONAL MEDICAL CENTER,NJ,08401,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
310069,1.11,,INSPIRA MEDICAL CENTER ELMER,NJ,08318,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310070,1.01,,SAINT PETER'S UNIVERSITY HOSPITAL,NJ,08901,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
310073,1.05,,JERSEY SHORE UNIVERSITY MEDICAL CENTER,NJ,07754,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310074,1.04,,JERSEY CITY MEDICAL CENTER,NJ,07302,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310075,1.13,,MONMOUTH MEDICAL CENTER,NJ,07740,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310076,1.05,,SAINT BARNABAS MEDICAL CENTER,NJ,07039,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
310081,1.07,,INSPIRA MEDICAL CENTER WOODBURY,NJ,08096,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310083,1.16,,EAST ORANGE GENERAL HOSPITAL,NJ,07018,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
310084,1.13,,MONMOUTH MEDICAL CENTER - SOUTHERN CAMPUS,NJ,08701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310086,1.03,,JEFFERSON STRATFORD HOSPITAL,NJ,08084,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310091,1.08,,SALEM MEDICAL CENTER,NJ,08079,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
310092,1.15,,CAPITAL HEALTH SYSTEM-FULD CAMPUS,NJ,08638,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310096,0.96,,SAINT MICHAEL'S MEDICAL CENTER,NJ,07102,Acute Care Hospitals,Voluntary non-profit - Private,No,3,
310108,1.12,,JFK MEDICAL CENTER,NJ,08818,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
310110,1.07,,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT HAMILTON,NJ,08690,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
310111,1.07,,CENTRASTATE MEDICAL CENTER,NJ,07728,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
310112,1.04,,BAYSHORE MEDICAL CENTER,NJ,07733,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310113,1.02,,SOUTHERN OCEAN MEDICAL CENTER,NJ,08050,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
310115,1.11,,HACKETTSTOWN MEDICAL CENTER,NJ,07840,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,
310118,1.05,,HUDSON REGIONAL HOSPITAL,NJ,07094,Acute Care Hospitals,Proprietary,Yes,2,
310119,1.12,,THE UNIVERSITY HOSPITAL,NJ,07101,Acute Care Hospitals,Government - State,Yes,1,23.0
310130,1.10,,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,NJ,07675,Acute Care Hospitals,Proprietary,Yes,3,
320001,1.06,,UNIVERSITY OF NEW MEXICO HOSPITAL,NM,87106,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
320002,0.91,,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,NM,87505,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
320003,0.83,,ALTA VISTA REGIONAL HOSPITAL,NM,87701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,3,
320004,0.95,,GERALD CHAMPION REGIONAL MEDICAL CENTER,NM,88310,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
320005,0.95,,SAN JUAN REGIONAL MEDICAL CENTER,NM,87401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
320006,0.95,,EASTERN NEW MEXICO MEDICAL CENTER,NM,88201,Acute Care Hospitals,Proprietary,Yes,3,
320009,0.97,,LOVELACE MEDICAL CENTER,NM,87102,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
320011,0.89,,PRESBYTERIAN ESPANOLA HOSPITAL,NM,87532,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
320016,0.92,,GILA REGIONAL MEDICAL CENTER,NM,88061,Acute Care Hospitals,Government - Hospital District or Authority,Yes,4,
320017,1.00,,LOVELACE WOMEN'S HOSPITAL,NM,87109,Acute Care Hospitals,Government - State,Yes,3,
320018,1.04,,MEMORIAL MEDICAL CENTER,NM,88011,Acute Care Hospitals,Proprietary,Yes,2,
320021,0.96,,PRESBYTERIAN HOSPITAL,NM,87106,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
320022,0.92,,PLAINS REGIONAL MEDICAL CENTER,NM,88101,Acute Care Hospitals,Government - Federal,Yes,3,
320030,0.98,,ARTESIA GENERAL HOSPITAL,NM,88210,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
320033,0.84,,LOS ALAMOS MEDICAL CENTER,NM,87544,Acute Care Hospitals,Proprietary,Yes,3,
320038,0.85,,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,NM,87301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
320057,Not Available,5.0,SANTA FE PHS INDIAN HOSPITAL,NM,87501,Acute Care Hospitals,Government - Federal,No,Not Available,16.0
320058,Not Available,1.0,MESCALERO PHS INDIAN HOSPITAL,NM,88340,Acute Care Hospitals,Government - Federal,No,Not Available,16.0
320059,0.82,,NORTHERN NAVAJO MEDICAL CENTER,NM,87420,Acute Care Hospitals,Government - Federal,Yes,2,17.0
320060,0.75,,ZUNI COMPREHENSIVE COMMUNITY HEALTH CENTER,NM,87327,Acute Care Hospitals,Government - Federal,Yes,Not Available,16.0
320061,0.79,,GALLUP INDIAN MEDICAL CENTER,NM,87301,Acute Care Hospitals,Government - Federal,Yes,2,17.0
320062,0.94,,CROWNPOINT PHS INDIAN HOSPITAL,NM,87313,Acute Care Hospitals,Government - Federal,Yes,Not Available,16.0
320063,0.91,,CARLSBAD MEDICAL CENTER,NM,88220,Acute Care Hospitals,Proprietary,No,2,
320065,0.95,,LEA REGIONAL MEDICAL CENTER,NM,88240,Acute Care Hospitals,Proprietary,Yes,3,
320067,0.82,,GUADALUPE COUNTY HOSPITAL,NM,88435,Acute Care Hospitals,Government - Local,Yes,Not Available,16.0
320070,Not Available,1.0,ACOMA-CANONCITO-LAGUNA IHS HOSPITAL,NM,87049,Acute Care Hospitals,Government - Federal,Yes,Not Available,16.0
320074,0.91,,LOVELACE WESTSIDE HOSPITAL,NM,87114,Acute Care Hospitals,Proprietary,Yes,4,
320084,0.98,,ROOSEVELT GENERAL HOSPITAL,NM,88130,Acute Care Hospitals,Government - State,Yes,3,
320085,1.04,,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,NM,88011,Acute Care Hospitals,Proprietary,Yes,1,
320086,0.98,,LOVELACE REGIONAL HOSPITAL - ROSWELL,NM,88201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
320089,0.91,,UNM SANDOVAL REGIONAL MEDICAL CENTER,NM,87144,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
320090,0.86,,PRESBYTERIAN SANTA FE MEDICAL CENTER,NM,87507,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
330003,0.87,,ALBANY MEMORIAL HOSPITAL,NY,12204,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330004,1.06,,HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS,NY,12401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330005,0.97,,KALEIDA HEALTH,NY,14210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330006,1.13,,ST JOSEPH'S MEDICAL CENTER,NY,10701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330008,0.96,,WYOMING COUNTY COMMUNITY HOSPITAL,NY,14569,Acute Care Hospitals,Government - Local,Yes,3,
330009,0.96,,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,NY,10456,Acute Care Hospitals,Proprietary,Yes,1,
330011,0.88,,LOURDES HOSPITAL,NY,13905,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330013,0.99,,ALBANY MEDICAL CENTER HOSPITAL,NY,12208,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330014,1.01,,JAMAICA HOSPITAL MEDICAL CENTER,NY,11418,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330019,1.07,,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",NY,11229,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330023,0.97,,VASSAR BROTHERS MEDICAL CENTER,NY,12601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330024,0.99,,MOUNT SINAI HOSPITAL,NY,10029,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330027,1.07,,NASSAU UNIVERSITY MEDICAL CENTER,NY,11554,Acute Care Hospitals,Government - Local,Yes,1,
330028,1.04,,RICHMOND UNIVERSITY MEDICAL CENTER,NY,10310,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330030,0.85,,NEWARK-WAYNE COMMUNITY HOSPITAL,NY,14513,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330033,1.01,,CHENANGO MEMORIAL HOSPITAL,NY,13815,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330043,1.06,,NS/LIJ HS SOUTHSIDE HOSPITAL,NY,11706,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330044,1.02,,FAXTON-ST LUKE'S HEALTHCARE,NY,13503,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330045,1.01,,NS/LIJ HS HUNTINGTON HOSPITAL,NY,11743,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330046,1.02,,MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,NY,10019,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330047,0.95,,ST MARY'S HEALTHCARE,NY,12010,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330049,0.98,,NORTHERN DUTCHESS HOSPITAL,NY,12572,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330055,1.03,,NEW YORK-PRESBYTERIAN/QUEENS,NY,11355,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330056,1.02,,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,NY,11201,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330057,0.93,,ST PETER'S HOSPITAL,NY,12208,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330058,0.92,,FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,NY,14456,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330059,0.99,,MONTEFIORE MEDICAL CENTER,NY,10467,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330065,0.94,,NIAGARA FALLS MEMORIAL MEDICAL CENTER,NY,14302,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
330073,0.94,,UNITED MEMORIAL MEDICAL CENTER,NY,14020,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330074,0.89,,F F THOMPSON HOSPITAL,NY,14424,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330078,0.96,,SISTERS OF CHARITY HOSPITAL,NY,14214,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330079,0.92,,ADIRONDACK MEDICAL CENTER,NY,12983,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
330080,0.93,,LINCOLN MEDICAL & MENTAL HEALTH CENTER,NY,10451,Acute Care Hospitals,Government - Local,Yes,1,
330084,0.85,,ALICE HYDE MEDICAL CENTER,NY,12953,Acute Care Hospitals,Voluntary non-profit - Other,Yes,1,
330085,0.96,,AURELIA OSBORN FOX MEMORIAL HOSPITAL,NY,13820,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330086,1.11,,MONTEFIORE MOUNT VERNON HOSPITAL,NY,10550,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330088,1.06,,STONY BROOK EASTERN LONG ISLAND HOSPITAL,NY,11944,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330090,0.98,,ARNOT OGDEN MEDICAL CENTER,NY,14905,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330094,1.03,,COLUMBIA MEMORIAL HOSPITAL,NY,12534,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330096,0.93,,JONES MEMORIAL HOSPITAL,NY,14895,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330100,Not Available,1.0,NY EYE AND EAR INFIRMARY OF MOUNT SINAI,NY,10003,Acute Care Hospitals,Voluntary non-profit - Private,No,Not Available,16.0
330101,1.00,,NEW YORK-PRESBYTERIAN HOSPITAL,NY,10065,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330102,1.01,,KENMORE MERCY HOSPITAL,NY,14217,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
330103,0.94,,OLEAN GENERAL HOSPITAL,NY,14760,Acute Care Hospitals,Proprietary,Yes,2,
330104,1.10,,NYACK HOSPITAL,NY,10960,Acute Care Hospitals,Voluntary non-profit - Other,Yes,2,
330106,1.02,,NORTH SHORE UNIVERSITY HOSPITAL,NY,11030,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330107,1.06,,PECONIC BAY MEDICAL CENTER,NY,11901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330111,1.06,,BERTRAND CHAFFEE HOSPITAL,NY,14141,Acute Care Hospitals,Voluntary non-profit - Church,Yes,2,
330115,0.88,,ONEIDA HEALTHCARE CENTER,NY,13421,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
330119,1.04,,LENOX HILL HOSPITAL,NY,10021,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330125,0.92,,ROCHESTER GENERAL HOSPITAL,NY,14621,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330126,1.02,,ORANGE REGIONAL MEDICAL CENTER,NY,10940,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330127,1.00,,JACOBI MEDICAL CENTER,NY,10461,Acute Care Hospitals,Government - Local,Yes,1,
330128,1.01,,ELMHURST HOSPITAL CENTER,NY,11373,Acute Care Hospitals,Government - Local,Yes,1,
330135,0.91,,BON SECOURS COMMUNITY HOSPITAL,NY,12771,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
330136,0.97,,BASSETT HEALTHCARE,NY,13326,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330140,0.93,,ST JOSEPH'S HOSPITAL HEALTH CENTER,NY,13203,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330141,1.10,,LONG ISLAND COMMUNITY HOSPITAL,NY,11772,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330144,0.79,,IRA DAVENPORT MEMORIAL HOSPITAL,NY,14810,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
330151,0.87,,ST JAMES MERCY HOSPITAL,NY,14843,Acute Care Hospitals,Voluntary non-profit - Church,Yes,4,
330153,0.92,,ELLIS HOSPITAL,NY,12308,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330157,0.95,,SAMARITAN MEDICAL CENTER,NY,13601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330158,1.09,,GOOD SAMARITAN HOSPITAL OF SUFFERN,NY,10901,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,
330160,1.04,,STATEN ISLAND UNIVERSITY HOSPITAL,NY,10305,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330162,0.95,,NORTHERN WESTCHESTER HOSPITAL,NY,10549,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330163,0.97,,EASTERN NIAGARA HOSPITAL,NY,14094,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330164,0.91,,HIGHLAND HOSPITAL,NY,14620,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330166,Not Available,1.0,"WESTFIELD MEMORIAL HOSPITAL, INC",NY,14787,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Not Available,16.0
330169,1.04,,MOUNT SINAI BETH ISRAEL,NY,10003,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330175,0.90,,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,NY,13045,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330180,0.94,,SAMARITAN HOSPITAL,NY,12180,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330181,1.11,,NORTHWELL HOSPITAL GLEN COVE,NY,11542,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330182,1.02,,ST FRANCIS HOSPITAL - THE HEART CENTER,NY,11576,Acute Care Hospitals,Voluntary non-profit - Church,Yes,5,
330184,1.06,,MONTEFIORE NEW ROCHELLE HOSPITAL,NY,10802,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330185,1.04,,JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,NY,11777,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330188,0.93,,MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,NY,14092,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
330191,0.96,,GLENS FALLS HOSPITAL,NY,12801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330193,1.12,,FLUSHING HOSPITAL MEDICAL CENTER,NY,11355,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330194,1.04,,MAIMONIDES MEDICAL CENTER,NY,11219,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330195,1.02,,NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,NY,11040,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330196,1.11,,NYC HEALTH + HOSPITALS/CONEY ISLAND,NY,11235,Acute Care Hospitals,Government - Local,Yes,1,
330197,0.86,,CANTON-POTSDAM HOSPITAL,NY,13676,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330198,1.07,,MOUNT SINAI SOUTH NASSAU,NY,11572,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330199,1.07,,METROPOLITAN HOSPITAL CENTER,NY,10029,Acute Care Hospitals,Government - Local,Yes,2,
330201,1.06,,KINGSBROOK JEWISH MEDICAL CENTER,NY,11203,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,23.0
330202,0.98,,KINGS COUNTY HOSPITAL CENTER,NY,11203,Acute Care Hospitals,Government - Local,Yes,1,
330203,0.96,,CROUSE HOSPITAL,NY,13210,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330204,0.92,,BELLEVUE HOSPITAL CENTER,NY,10016,Acute Care Hospitals,Government - Local,Yes,1,
330205,0.94,,ST ANTHONY COMMUNITY HOSPITAL,NY,10990,Acute Care Hospitals,Voluntary non-profit - Church,Yes,3,
330208,1.05,,ST JOHN'S RIVERSIDE HOSPITAL,NY,10701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330211,0.92,,CLAXTON-HEPBURN MEDICAL CENTER,NY,13669,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330214,1.02,,NEW YORK UNIVERSITY LANGONE MEDICAL CENTER,NY,10016,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
330215,0.94,,"ROME MEMORIAL HOSPITAL, INC",NY,13440,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330218,0.96,,OSWEGO HOSPITAL,NY,13126,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330219,0.96,,ERIE COUNTY MEDICAL CENTER,NY,14215,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330221,0.95,,WYCKOFF HEIGHTS MEDICAL CENTER,NY,11237,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330222,0.90,,SARATOGA HOSPITAL,NY,12866,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330223,0.82,,MASSENA MEMORIAL HOSPITAL,NY,13662,Acute Care Hospitals,Government - Local,Yes,3,
330224,1.00,,HEALTHALLIANCE HOSPITAL MARYS AVENUE CAMPUS,NY,12401,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Not Available,16.0
330226,0.91,,UNITY HOSPITAL,NY,14626,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330229,1.02,,"BROOKS-TLC HOSPITAL SYSTEM, INC",NY,14048,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330231,0.86,,QUEENS HOSPITAL CENTER,NY,11432,Acute Care Hospitals,Government - Local,Yes,1,
330232,Not Available,1.0,SAMARITAN HOSPITAL-ST MARY'S CAMPUS,NY,12180,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330233,1.00,,BROOKDALE HOSPITAL MEDICAL CENTER,NY,11212,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330234,1.12,,WESTCHESTER MEDICAL CENTER,NY,10595,Acute Care Hospitals,Government - Hospital District or Authority,Yes,1,
330235,0.92,,AUBURN  COMMUNITY  HOSPITAL,NY,13021,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330236,1.03,,NEW YORK-PRESBYTERIAN/BROOKLYN METHODIST HOSPITAL,NY,11215,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330238,0.89,,NICHOLAS H NOYES MEMORIAL HOSPITAL,NY,14437,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330239,0.97,,UPMC CHAUTAUQUA AT WCA,NY,14701,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330240,1.04,,HARLEM HOSPITAL CENTER,NY,10037,Acute Care Hospitals,Government - Local,Yes,1,
330241,1.01,,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,NY,13210,Acute Care Hospitals,Government - State,Yes,2,
330245,1.02,,ST ELIZABETH MEDICAL CENTER,NY,13501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330246,1.03,,ST CHARLES HOSPITAL,NY,11777,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330250,0.95,,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,NY,12901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330259,1.16,,MERCY MEDICAL CENTER,NY,11570,Acute Care Hospitals,Voluntary non-profit - Private,Yes,1,
330261,1.03,,PHELPS MEMORIAL HOSPITAL CENTER,NY,10591,Acute Care Hospitals,Voluntary non-profit - Other,Yes,4,
330264,0.99,,ST LUKE'S CORNWALL HOSPITAL,NY,12550,Acute Care Hospitals,Voluntary non-profit - Other,Yes,3,
330265,0.88,,CLIFTON SPRINGS HOSPITAL AND CLINIC,NY,14432,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330267,1.06,,HUDSON VALLEY HOSPITAL CENTER,NY,10567,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330270,0.93,,HOSPITAL FOR SPECIAL SURGERY,NY,10021,Acute Care Hospitals,Voluntary non-profit - Private,Yes,5,
330273,0.99,,PUTNAM HOSPITAL CENTER,NY,10512,Acute Care Hospitals,Voluntary non-profit - Private,Yes,4,
330276,0.94,,NATHAN LITTAUER HOSPITAL,NY,12078,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330277,0.88,,CORNING HOSPITAL,NY,14830,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
330279,0.98,,MERCY HOSPITAL OF BUFFALO,NY,14220,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330285,0.96,,STRONG MEMORIAL HOSPITAL,NY,14642,Acute Care Hospitals,Voluntary non-profit - Private,Yes,2,
330286,1.09,,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,NY,11795,Acute Care Hospitals,Voluntary non-profit - Church,Yes,1,
330304,1.05,,WHITE PLAINS HOSPITAL CENTER,NY,10601,Acute Care Hospitals,Voluntary non-profit - Private,Yes,3,
